epoch,batchid,loss
1, 0,0.040433961898088
1, 1,0.038453470915556
1, 2,0.035016376525164
1, 3,0.025559661909938
2, 0,0.047245651483536
2, 1,0.018566507846117
2, 2,0.022853931412101
2, 3,0.025100309401751
